freight_class,horizon,feature_set,target_transformation,alpha,num_features,val_MAE,val_RMSE,val_sMAPE,val_R2,val_DirAcc
supramax,30d,full,pct_change,100.0,441,3852.47,4634.99,31.98,-2.146,58.7%
supramax,30d,full,pct_change,1000.0,441,2831.89,3554.6,22.54,-0.8503,62.5%
supramax,30d,full,pct_change,5000.0,441,2069.72,2737.76,15.76,-0.0976,61.5%
supramax,30d,full,pct_change,10000.0,441,1922.6,2575.0,14.44,0.029,61.8%
supramax,30d,compact,level,10.0,218,3636.09,4792.34,32.67,-2.3632,61.5%
supramax,30d,compact,level,100.0,218,3091.99,3820.41,25.26,-1.1374,63.6%
supramax,30d,compact,level,1000.0,218,1834.95,2441.51,14.17,0.1271,74.4%
supramax,30d,compact,level,5000.0,218,1688.95,2125.43,12.54,0.3385,64.1%
supramax,30d,compact,level,10000.0,218,1916.64,2357.51,14.05,0.1861,62.5%
supramax,30d,compact,abs_change,10.0,218,3387.16,4567.81,30.04,-2.0554,63.3%
supramax,30d,compact,abs_change,100.0,218,3066.4,4017.96,25.69,-1.3641,65.9%
supramax,30d,compact,abs_change,1000.0,218,2506.86,3442.05,20.55,-0.735,66.9%
supramax,30d,compact,abs_change,5000.0,218,2077.28,2733.39,15.89,-0.0941,69.5%
supramax,30d,compact,abs_change,10000.0,218,1918.49,2546.63,14.43,0.0503,67.2%
supramax,30d,compact,pct_change,10.0,218,4013.97,4796.56,33.22,-2.3691,60.7%
supramax,30d,compact,pct_change,100.0,218,3626.92,4524.84,30.27,-1.9982,60.5%
supramax,30d,compact,pct_change,1000.0,218,2723.72,3705.3,22.53,-1.0105,63.8%
supramax,30d,compact,pct_change,5000.0,218,2129.41,2839.98,16.28,-0.1811,66.1%
supramax,30d,compact,pct_change,10000.0,218,1953.65,2617.53,14.6,-0.0033,61.5%
supramax,30d,top20,level,10.0,20,1754.64,2214.75,12.98,0.2817,70.8%
supramax,30d,top20,level,100.0,20,1571.76,2014.59,11.84,0.4057,70.8%
supramax,30d,top20,level,1000.0,20,1608.96,2063.26,12.19,0.3766,72.6%
supramax,30d,top20,level,5000.0,20,1579.4,2036.66,11.93,0.3926,74.4%
supramax,30d,top20,level,10000.0,20,1562.81,2016.59,11.78,0.4045,75.7%
supramax,30d,top20,abs_change,10.0,20,1664.22,2134.22,12.32,0.333,71.1%
supramax,30d,top20,abs_change,100.0,20,1659.69,2104.58,12.44,0.3514,72.6%
supramax,30d,top20,abs_change,1000.0,20,1904.9,2442.06,14.08,0.1267,68.7%
supramax,30d,top20,abs_change,5000.0,20,1966.24,2512.96,14.52,0.0752,59.4%
supramax,30d,top20,abs_change,10000.0,20,1979.3,2527.95,14.62,0.0642,56.8%
supramax,30d,top20,pct_change,10.0,20,1682.28,2127.34,12.57,0.3373,70.8%
supramax,30d,top20,pct_change,100.0,20,1742.7,2193.94,13.02,0.2951,72.6%
supramax,30d,top20,pct_change,1000.0,20,2020.85,2559.12,14.77,0.041,48.6%
supramax,30d,top20,pct_change,5000.0,20,2070.53,2624.44,15.08,-0.0086,48.6%
supramax,30d,top20,pct_change,10000.0,20,2080.69,2636.43,15.15,-0.0179,48.6%
supramax,30d,top50,level,10.0,50,1553.95,2078.66,11.72,0.3673,73.1%
supramax,30d,top50,level,100.0,50,1453.54,1861.26,10.89,0.4927,71.8%
supramax,30d,top50,level,1000.0,50,1594.71,1990.01,11.94,0.4201,71.8%
supramax,30d,top50,level,5000.0,50,1631.83,2087.1,12.24,0.3621,72.9%
supramax,30d,top50,level,10000.0,50,1619.95,2087.3,12.16,0.362,72.9%
supramax,30d,top50,abs_change,10.0,50,1560.65,2080.86,11.76,0.3659,73.1%
supramax,30d,top50,abs_change,100.0,50,1450.34,1869.82,10.84,0.488,71.3%
supramax,30d,top50,abs_change,1000.0,50,1736.57,2191.49,12.84,0.2967,70.0%
supramax,30d,top50,abs_change,5000.0,50,1899.84,2417.9,14.03,0.1439,64.1%
supramax,30d,top50,abs_change,10000.0,50,1935.38,2464.63,14.3,0.1105,68.2%
supramax,30d,top50,pct_change,10.0,50,1933.09,2434.89,14.58,0.1318,59.2%
supramax,30d,top50,pct_change,100.0,50,1681.8,2108.39,12.45,0.349,60.2%
supramax,30d,top50,pct_change,1000.0,50,1894.06,2364.99,13.91,0.1809,55.6%
supramax,30d,top50,pct_change,5000.0,50,2012.84,2536.55,14.71,0.0578,52.2%
supramax,30d,top50,pct_change,10000.0,50,2037.08,2572.9,14.87,0.0306,48.6%
supramax,30d,top100,level,10.0,100,2291.83,2774.0,17.19,-0.1269,70.0%
supramax,30d,top100,level,100.0,100,1869.63,2321.34,13.75,0.2109,70.5%
supramax,30d,top100,level,1000.0,100,1460.68,1916.76,11.0,0.462,71.6%
supramax,30d,top100,level,5000.0,100,1747.04,2215.68,12.98,0.2811,70.3%
supramax,30d,top100,level,10000.0,100,1913.84,2388.33,14.07,0.1647,63.8%
supramax,30d,top100,abs_change,10.0,100,2255.3,2741.61,16.87,-0.1007,69.8%
supramax,30d,top100,abs_change,100.0,100,1848.13,2305.7,13.55,0.2215,70.8%
supramax,30d,top100,abs_change,1000.0,100,1652.35,2108.95,12.17,0.3487,71.3%
supramax,30d,top100,abs_change,5000.0,100,1759.15,2253.61,12.93,0.2563,67.2%
supramax,30d,top100,abs_change,10000.0,100,1821.51,2330.81,13.41,0.2044,67.7%
supramax,30d,top100,pct_change,10.0,100,2550.06,3155.35,19.45,-0.458,62.8%
supramax,30d,top100,pct_change,100.0,100,1921.48,2379.27,14.31,0.171,61.5%
supramax,30d,top100,pct_change,1000.0,100,1743.73,2247.42,12.95,0.2604,65.6%
supramax,30d,top100,pct_change,5000.0,100,1881.96,2412.47,13.81,0.1477,65.1%
supramax,30d,top100,pct_change,10000.0,100,1937.87,2475.88,14.19,0.1023,51.7%
handy,1d,full,level,10.0,441,220.46,314.45,2.27,0.9747,54.5%
handy,1d,full,level,100.0,441,347.31,428.71,3.62,0.953,61.2%
handy,1d,full,level,1000.0,441,492.49,643.88,4.86,0.894,58.4%
handy,1d,full,level,5000.0,441,1014.17,1304.8,9.29,0.5645,47.3%
handy,1d,full,level,10000.0,441,1543.77,1775.15,14.08,0.194,42.9%
handy,1d,full,abs_change,10.0,441,150.78,223.93,1.51,0.9872,61.8%
handy,1d,full,abs_change,100.0,441,122.74,170.47,1.22,0.9926,66.4%
handy,1d,full,abs_change,1000.0,441,103.69,142.63,1.04,0.9948,65.1%
handy,1d,full,abs_change,5000.0,441,98.48,134.83,0.98,0.9954,63.3%
handy,1d,full,abs_change,10000.0,441,96.34,133.14,0.96,0.9955,65.1%
handy,1d,full,pct_change,10.0,441,274.7,415.52,2.8,0.9558,49.4%
handy,1d,full,pct_change,100.0,441,209.48,282.77,2.09,0.9795,52.7%
handy,1d,full,pct_change,1000.0,441,135.23,174.73,1.34,0.9922,55.0%
handy,1d,full,pct_change,5000.0,441,107.32,144.97,1.07,0.9946,56.3%
handy,1d,full,pct_change,10000.0,441,103.84,141.31,1.03,0.9949,56.8%
handy,1d,compact,level,10.0,218,441.94,652.55,4.43,0.8911,50.4%
handy,1d,compact,level,100.0,218,670.55,904.72,6.56,0.7906,48.8%
handy,1d,compact,level,1000.0,218,968.09,1469.17,9.08,0.4479,43.2%
handy,1d,compact,level,5000.0,218,2164.2,2466.72,19.53,-0.5564,42.9%
handy,1d,compact,level,10000.0,218,2522.31,2747.35,22.65,-0.9307,42.9%
handy,1d,compact,abs_change,10.0,218,167.85,275.26,1.7,0.9806,59.7%
handy,1d,compact,abs_change,100.0,218,133.97,183.34,1.35,0.9914,59.4%
handy,1d,compact,abs_change,1000.0,218,117.34,162.77,1.17,0.9932,58.4%
handy,1d,compact,abs_change,5000.0,218,117.78,166.12,1.17,0.9929,60.2%
handy,1d,compact,abs_change,10000.0,218,116.5,163.01,1.16,0.9932,59.4%
handy,1d,compact,pct_change,10.0,218,206.04,306.16,2.02,0.976,57.4%
handy,1d,compact,pct_change,100.0,218,154.81,204.35,1.51,0.9893,57.9%
handy,1d,compact,pct_change,1000.0,218,113.14,153.57,1.12,0.994,55.8%
handy,1d,compact,pct_change,5000.0,218,106.95,146.02,1.07,0.9945,58.1%
handy,1d,compact,pct_change,10000.0,218,107.8,146.33,1.07,0.9945,58.9%
handy,1d,top20,level,10.0,20,110.09,151.09,1.08,0.9942,66.4%
handy,1d,top20,level,100.0,20,170.0,232.49,1.66,0.9862,51.9%
handy,1d,top20,level,1000.0,20,325.16,417.46,3.14,0.9554,38.8%
handy,1d,top20,level,5000.0,20,413.38,517.72,4.2,0.9314,40.6%
handy,1d,top20,level,10000.0,20,524.15,639.32,5.54,0.8955,42.4%
handy,1d,top20,abs_change,10.0,20,93.35,125.81,0.92,0.996,67.7%
handy,1d,top20,abs_change,100.0,20,96.4,132.36,0.95,0.9955,68.0%
handy,1d,top20,abs_change,1000.0,20,99.65,136.09,0.99,0.9953,62.8%
handy,1d,top20,abs_change,5000.0,20,102.85,139.09,1.03,0.9951,61.5%
handy,1d,top20,abs_change,10000.0,20,103.43,139.66,1.03,0.995,57.4%
handy,1d,top20,pct_change,10.0,20,113.76,156.56,1.12,0.9937,62.3%
handy,1d,top20,pct_change,100.0,20,101.99,140.0,1.01,0.995,60.7%
handy,1d,top20,pct_change,1000.0,20,103.0,138.73,1.03,0.9951,49.6%
handy,1d,top20,pct_change,5000.0,20,104.63,140.15,1.05,0.995,42.6%
handy,1d,top20,pct_change,10000.0,20,104.93,140.43,1.05,0.995,42.9%
handy,1d,top50,level,10.0,50,130.96,174.63,1.3,0.9922,66.9%
handy,1d,top50,level,100.0,50,196.97,254.08,1.96,0.9835,56.1%
handy,1d,top50,level,1000.0,50,363.94,525.98,3.45,0.9292,46.3%
handy,1d,top50,level,5000.0,50,634.17,909.89,5.86,0.7882,49.1%
handy,1d,top50,level,10000.0,50,715.7,1008.64,6.72,0.7398,46.0%
handy,1d,top50,abs_change,10.0,50,101.81,135.64,1.0,0.9953,70.5%
handy,1d,top50,abs_change,100.0,50,97.08,130.25,0.95,0.9957,67.7%
handy,1d,top50,abs_change,1000.0,50,93.03,128.6,0.92,0.9958,67.4%
handy,1d,top50,abs_change,5000.0,50,99.15,135.44,0.99,0.9953,65.4%
handy,1d,top50,abs_change,10000.0,50,101.3,137.58,1.01,0.9952,66.4%
handy,1d,top50,pct_change,10.0,50,150.25,199.87,1.44,0.9898,62.3%
handy,1d,top50,pct_change,100.0,50,107.75,147.54,1.05,0.9944,64.6%
handy,1d,top50,pct_change,1000.0,50,96.51,132.67,0.96,0.9955,66.4%
handy,1d,top50,pct_change,5000.0,50,101.19,136.89,1.01,0.9952,64.6%
handy,1d,top50,pct_change,10000.0,50,102.95,138.55,1.03,0.9951,47.0%
handy,1d,top100,level,10.0,100,170.03,209.38,1.72,0.9888,52.5%
handy,1d,top100,level,100.0,100,260.63,310.92,2.65,0.9753,48.3%
handy,1d,top100,level,1000.0,100,388.76,541.88,3.81,0.9249,43.9%
handy,1d,top100,level,5000.0,100,1317.74,1435.65,12.55,0.4728,42.9%
handy,1d,top100,level,10000.0,100,1727.22,1829.81,16.22,0.1436,42.9%
handy,1d,top100,abs_change,10.0,100,120.91,154.23,1.19,0.9939,60.2%
handy,1d,top100,abs_change,100.0,100,101.79,133.44,1.01,0.9954,62.8%
handy,1d,top100,abs_change,1000.0,100,95.15,129.08,0.96,0.9957,61.0%
handy,1d,top100,abs_change,5000.0,100,99.6,134.73,1.0,0.9954,59.2%
handy,1d,top100,abs_change,10000.0,100,100.91,136.54,1.01,0.9952,59.9%
handy,1d,top100,pct_change,10.0,100,201.51,258.68,1.9,0.9829,57.1%
handy,1d,top100,pct_change,100.0,100,129.93,169.48,1.26,0.9927,62.0%
handy,1d,top100,pct_change,1000.0,100,97.43,134.88,0.97,0.9953,66.9%
handy,1d,top100,pct_change,5000.0,100,99.25,135.84,0.99,0.9953,66.1%
handy,1d,top100,pct_change,10000.0,100,101.02,137.29,1.01,0.9952,63.0%
handy,7d,full,level,10.0,441,1076.8,1525.4,10.63,0.4417,66.9%
handy,7d,full,level,100.0,441,904.27,1127.2,9.07,0.6951,63.8%
handy,7d,full,level,1000.0,441,720.12,954.27,7.0,0.7815,61.0%
handy,7d,full,level,5000.0,441,1118.31,1483.84,10.36,0.4717,53.2%
handy,7d,full,level,10000.0,441,1595.57,1931.49,14.68,0.1049,40.8%
handy,7d,full,abs_change,10.0,441,1028.5,1522.74,10.03,0.4437,70.0%
handy,7d,full,abs_change,100.0,441,768.6,1053.74,7.51,0.7336,70.8%
handy,7d,full,abs_change,1000.0,441,605.24,805.22,6.08,0.8444,68.5%
handy,7d,full,abs_change,5000.0,441,562.05,768.95,5.68,0.8581,62.8%
handy,7d,full,abs_change,10000.0,441,550.24,758.16,5.57,0.8621,61.5%
handy,7d,full,pct_change,10.0,441,969.44,1295.65,9.81,0.5972,64.6%
handy,7d,full,pct_change,100.0,441,772.73,1025.81,7.79,0.7475,66.9%
handy,7d,full,pct_change,1000.0,441,582.23,780.09,5.93,0.854,64.6%
handy,7d,full,pct_change,5000.0,441,507.1,695.7,5.2,0.8839,60.2%
handy,7d,full,pct_change,10000.0,441,505.48,692.75,5.19,0.8849,60.2%
handy,7d,compact,level,10.0,218,1128.16,1590.5,11.17,0.393,57.4%
handy,7d,compact,level,100.0,218,1204.73,1618.13,11.7,0.3718,56.1%
handy,7d,compact,level,1000.0,218,1150.99,1771.53,10.91,0.247,48.8%
handy,7d,compact,level,5000.0,218,2266.48,2759.93,20.42,-0.8276,40.1%
handy,7d,compact,level,10000.0,218,2625.78,3025.66,23.51,-1.1965,40.1%
handy,7d,compact,abs_change,10.0,218,940.99,1355.35,9.37,0.5592,61.0%
handy,7d,compact,abs_change,100.0,218,784.4,1095.62,7.77,0.712,62.3%
handy,7d,compact,abs_change,1000.0,218,608.44,874.42,6.12,0.8165,64.6%
handy,7d,compact,abs_change,5000.0,218,604.47,903.95,6.07,0.8039,60.5%
handy,7d,compact,abs_change,10000.0,218,606.78,897.02,6.1,0.8069,59.4%
handy,7d,compact,pct_change,10.0,218,992.95,1334.59,10.11,0.5727,57.6%
handy,7d,compact,pct_change,100.0,218,807.07,1041.14,8.1,0.7399,59.7%
handy,7d,compact,pct_change,1000.0,218,592.59,809.5,6.06,0.8428,59.7%
handy,7d,compact,pct_change,5000.0,218,550.15,755.43,5.67,0.8631,60.2%
handy,7d,compact,pct_change,10000.0,218,558.78,758.46,5.75,0.862,63.6%
handy,7d,top20,level,10.0,20,527.44,699.57,5.32,0.8826,65.4%
handy,7d,top20,level,100.0,20,516.69,697.35,5.24,0.8833,64.1%
handy,7d,top20,level,1000.0,20,644.38,813.65,6.56,0.8412,32.8%
handy,7d,top20,level,5000.0,20,710.13,881.07,7.35,0.8137,42.1%
handy,7d,top20,level,10000.0,20,765.27,958.79,8.05,0.7794,43.7%
handy,7d,top20,abs_change,10.0,20,520.02,688.71,5.26,0.8862,65.4%
handy,7d,top20,abs_change,100.0,20,482.76,655.54,4.93,0.8969,62.0%
handy,7d,top20,abs_change,1000.0,20,508.21,684.27,5.27,0.8877,63.0%
handy,7d,top20,abs_change,5000.0,20,521.91,697.0,5.43,0.8834,55.6%
handy,7d,top20,abs_change,10000.0,20,524.05,699.2,5.45,0.8827,55.0%
handy,7d,top20,pct_change,10.0,20,522.36,691.99,5.33,0.8851,64.3%
handy,7d,top20,pct_change,100.0,20,511.67,683.81,5.26,0.8878,60.5%
handy,7d,top20,pct_change,1000.0,20,527.66,699.3,5.46,0.8827,44.2%
handy,7d,top20,pct_change,5000.0,20,536.23,705.65,5.56,0.8805,40.1%
handy,7d,top20,pct_change,10000.0,20,537.73,706.86,5.57,0.8801,40.1%
handy,7d,top50,level,10.0,50,614.47,821.45,6.35,0.8381,68.7%
handy,7d,top50,level,100.0,50,526.3,705.49,5.32,0.8806,69.3%
handy,7d,top50,level,1000.0,50,601.63,764.38,6.0,0.8598,54.8%
handy,7d,top50,level,5000.0,50,861.54,1080.81,8.36,0.7197,48.1%
handy,7d,top50,level,10000.0,50,929.28,1171.16,9.05,0.6709,43.2%
handy,7d,top50,abs_change,10.0,50,604.87,805.22,6.24,0.8444,68.0%
handy,7d,top50,abs_change,100.0,50,515.55,689.89,5.22,0.8858,68.2%
handy,7d,top50,abs_change,1000.0,50,461.71,639.98,4.77,0.9017,64.6%
handy,7d,top50,abs_change,5000.0,50,502.41,679.36,5.22,0.8893,66.1%
handy,7d,top50,abs_change,10000.0,50,513.43,690.24,5.34,0.8857,61.5%
handy,7d,top50,pct_change,10.0,50,522.5,712.88,5.33,0.8781,69.3%
handy,7d,top50,pct_change,100.0,50,489.04,666.39,5.0,0.8935,68.2%
handy,7d,top50,pct_change,1000.0,50,483.56,659.83,5.0,0.8955,67.7%
handy,7d,top50,pct_change,5000.0,50,518.91,690.28,5.38,0.8857,45.0%
handy,7d,top50,pct_change,10000.0,50,527.47,698.31,5.47,0.883,45.0%
handy,7d,top100,level,10.0,100,796.72,980.12,8.21,0.7695,57.4%
handy,7d,top100,level,100.0,100,658.37,844.13,6.76,0.829,53.5%
handy,7d,top100,level,1000.0,100,735.8,902.03,7.54,0.8048,45.5%
handy,7d,top100,level,5000.0,100,1482.8,1666.94,14.33,0.3333,40.1%
handy,7d,top100,level,10000.0,100,1821.44,1998.56,17.31,0.0416,40.1%
handy,7d,top100,abs_change,10.0,100,762.7,943.87,7.81,0.7862,59.4%
handy,7d,top100,abs_change,100.0,100,584.85,750.88,6.01,0.8647,61.0%
handy,7d,top100,abs_change,1000.0,100,512.44,677.57,5.43,0.8898,58.1%
handy,7d,top100,abs_change,5000.0,100,524.56,685.66,5.5,0.8872,51.9%
handy,7d,top100,abs_change,10000.0,100,519.92,686.89,5.43,0.8868,53.5%
handy,7d,top100,pct_change,10.0,100,806.71,1003.15,7.96,0.7586,64.6%
handy,7d,top100,pct_change,100.0,100,601.33,781.65,6.08,0.8534,64.6%
handy,7d,top100,pct_change,1000.0,100,483.48,662.14,5.05,0.8948,60.2%
handy,7d,top100,pct_change,5000.0,100,512.9,681.65,5.34,0.8885,54.3%
handy,7d,top100,pct_change,10000.0,100,521.16,689.57,5.42,0.8859,47.8%
handy,14d,full,level,10.0,441,1712.2,2305.64,17.6,-0.2298,71.3%
handy,14d,full,level,100.0,441,1497.38,1857.41,15.21,0.2019,65.9%
handy,14d,full,level,1000.0,441,1011.85,1298.22,10.03,0.6101,66.7%
handy,14d,full,level,5000.0,441,1240.88,1654.66,11.77,0.3666,57.4%
handy,14d,full,level,10000.0,441,1668.46,2086.09,15.53,-0.0067,44.4%
handy,14d,full,abs_change,10.0,441,1673.55,2309.55,17.01,-0.2339,71.6%
handy,14d,full,abs_change,100.0,441,1375.96,1823.03,13.68,0.2312,72.6%
handy,14d,full,abs_change,1000.0,441,1027.0,1327.71,10.42,0.5922,69.0%
handy,14d,full,abs_change,5000.0,441,931.65,1286.41,9.48,0.6172,68.2%
handy,14d,full,abs_change,10000.0,441,918.87,1287.98,9.32,0.6162,67.7%
handy,14d,full,pct_change,10.0,441,1826.21,2273.16,19.21,-0.1954,64.9%
handy,14d,full,pct_change,100.0,441,1479.85,1897.4,15.48,0.1672,69.3%
handy,14d,full,pct_change,1000.0,441,1060.07,1402.35,11.15,0.5451,65.6%
handy,14d,full,pct_change,5000.0,441,866.23,1168.07,9.04,0.6844,65.1%
handy,14d,full,pct_change,10000.0,441,844.86,1149.62,8.78,0.6943,64.3%
handy,14d,compact,level,10.0,218,1836.65,2328.6,18.34,-0.2544,61.5%
handy,14d,compact,level,100.0,218,1704.03,2185.3,16.79,-0.1048,64.3%
handy,14d,compact,level,1000.0,218,1214.92,1702.62,11.83,0.3294,55.6%
handy,14d,compact,level,5000.0,218,2217.78,2770.74,20.25,-0.776,41.1%
handy,14d,compact,level,10000.0,218,2618.68,3121.69,23.56,-1.2543,40.6%
handy,14d,compact,abs_change,10.0,218,1680.98,2179.39,16.81,-0.0988,64.3%
handy,14d,compact,abs_change,100.0,218,1485.85,1872.77,14.75,0.1886,65.6%
handy,14d,compact,abs_change,1000.0,218,1075.5,1419.08,10.84,0.5341,68.2%
handy,14d,compact,abs_change,5000.0,218,949.87,1398.62,9.52,0.5475,69.5%
handy,14d,compact,abs_change,10000.0,218,964.92,1416.12,9.65,0.5361,67.7%
handy,14d,compact,pct_change,10.0,218,1963.9,2511.65,21.04,-0.4593,56.6%
handy,14d,compact,pct_change,100.0,218,1586.07,1962.64,16.49,0.1089,59.9%
handy,14d,compact,pct_change,1000.0,218,1105.05,1482.75,11.56,0.4914,61.0%
handy,14d,compact,pct_change,5000.0,218,897.15,1237.85,9.35,0.6455,66.4%
handy,14d,compact,pct_change,10000.0,218,898.43,1219.95,9.3,0.6557,61.5%
handy,14d,top20,level,10.0,20,914.36,1159.33,9.42,0.6891,66.4%
handy,14d,top20,level,100.0,20,838.57,1090.06,8.65,0.7251,59.7%
handy,14d,top20,level,1000.0,20,970.89,1217.74,9.98,0.657,35.7%
handy,14d,top20,level,5000.0,20,1013.47,1259.35,10.51,0.6331,43.2%
handy,14d,top20,level,10000.0,20,1034.38,1299.15,10.8,0.6096,46.8%
handy,14d,top20,abs_change,10.0,20,902.68,1148.37,9.32,0.6949,66.7%
handy,14d,top20,abs_change,100.0,20,809.29,1051.79,8.42,0.7441,66.9%
handy,14d,top20,abs_change,1000.0,20,853.47,1107.81,8.91,0.7161,59.7%
handy,14d,top20,abs_change,5000.0,20,873.29,1124.89,9.12,0.7073,57.1%
handy,14d,top20,abs_change,10000.0,20,876.33,1128.35,9.15,0.7055,56.8%
handy,14d,top20,pct_change,10.0,20,926.3,1144.98,9.53,0.6967,65.4%
handy,14d,top20,pct_change,100.0,20,860.89,1114.0,8.91,0.7129,61.8%
handy,14d,top20,pct_change,1000.0,20,902.82,1145.75,9.35,0.6963,44.2%
handy,14d,top20,pct_change,5000.0,20,915.83,1155.25,9.48,0.6913,40.6%
handy,14d,top20,pct_change,10000.0,20,918.26,1157.41,9.5,0.6901,40.6%
handy,14d,top50,level,10.0,50,1085.96,1455.26,11.76,0.5101,71.3%
handy,14d,top50,level,100.0,50,901.57,1162.59,9.32,0.6873,70.5%
handy,14d,top50,level,1000.0,50,870.02,1080.63,8.9,0.7299,60.2%
handy,14d,top50,level,5000.0,50,1098.19,1334.08,10.99,0.5883,49.4%
handy,14d,top50,level,10000.0,50,1143.94,1397.11,11.44,0.5485,45.7%
handy,14d,top50,abs_change,10.0,50,1066.85,1439.25,11.55,0.5208,71.1%
handy,14d,top50,abs_change,100.0,50,900.52,1176.11,9.37,0.68,70.3%
handy,14d,top50,abs_change,1000.0,50,752.61,1014.87,7.87,0.7617,71.3%
handy,14d,top50,abs_change,5000.0,50,839.36,1095.83,8.78,0.7222,66.9%
handy,14d,top50,abs_change,10000.0,50,858.63,1115.02,8.98,0.7124,59.2%
handy,14d,top50,pct_change,10.0,50,857.62,1154.97,9.04,0.6914,73.4%
handy,14d,top50,pct_change,100.0,50,810.52,1071.68,8.42,0.7343,73.1%
handy,14d,top50,pct_change,1000.0,50,818.2,1072.11,8.51,0.7341,70.8%
handy,14d,top50,pct_change,5000.0,50,888.55,1132.25,9.22,0.7034,45.0%
handy,14d,top50,pct_change,10000.0,50,902.26,1145.01,9.35,0.6967,40.6%
handy,14d,top100,level,10.0,100,1473.04,1746.1,15.27,0.2947,64.3%
handy,14d,top100,level,100.0,100,1123.29,1380.82,11.52,0.5589,61.5%
handy,14d,top100,level,1000.0,100,984.2,1231.01,10.27,0.6494,50.4%
handy,14d,top100,level,5000.0,100,1611.39,1887.82,15.77,0.1756,40.6%
handy,14d,top100,level,10000.0,100,1902.09,2168.45,18.27,-0.0878,40.6%
handy,14d,top100,abs_change,10.0,100,1448.98,1715.42,14.95,0.3193,66.1%
handy,14d,top100,abs_change,100.0,100,1059.36,1294.83,10.83,0.6121,66.4%
handy,14d,top100,abs_change,1000.0,100,815.42,1072.38,8.66,0.734,60.2%
handy,14d,top100,abs_change,5000.0,100,867.11,1095.99,9.13,0.7221,56.6%
handy,14d,top100,abs_change,10000.0,100,866.72,1098.66,9.09,0.7208,56.3%
handy,14d,top100,pct_change,10.0,100,1530.24,1833.74,15.42,0.2221,62.5%
handy,14d,top100,pct_change,100.0,100,1108.08,1354.17,11.24,0.5758,65.1%
handy,14d,top100,pct_change,1000.0,100,807.88,1069.04,8.51,0.7356,61.8%
handy,14d,top100,pct_change,5000.0,100,869.72,1104.43,9.09,0.7178,53.7%
handy,14d,top100,pct_change,10000.0,100,884.63,1120.09,9.21,0.7098,47.5%
handy,30d,full,level,10.0,441,2581.69,3361.72,30.69,-1.7265,57.9%
handy,30d,full,level,100.0,441,2237.03,2744.95,25.78,-0.8178,61.0%
handy,30d,full,level,1000.0,441,1883.98,2396.75,21.27,-0.3859,61.2%
handy,30d,full,level,5000.0,441,1297.68,1695.65,13.39,0.3063,63.0%
handy,30d,full,level,10000.0,441,1418.43,1833.3,13.96,0.1891,57.4%
handy,30d,full,abs_change,10.0,441,2532.68,3293.69,29.82,-1.6172,58.1%
handy,30d,full,abs_change,100.0,441,2119.64,2672.64,24.31,-0.7233,65.4%
handy,30d,full,abs_change,1000.0,441,2003.19,2552.51,22.85,-0.5719,66.7%
handy,30d,full,abs_change,5000.0,441,1639.68,2054.0,17.82,-0.0178,66.1%
handy,30d,full,abs_change,10000.0,441,1491.6,1888.53,15.99,0.1395,64.1%
handy,30d,full,pct_change,10.0,441,2881.29,3470.51,33.32,-1.9058,55.6%
handy,30d,full,pct_change,100.0,441,2615.57,3137.9,29.94,-1.3755,60.7%
handy,30d,full,pct_change,1000.0,441,2028.66,2518.85,22.9,-0.5307,64.1%
handy,30d,full,pct_change,5000.0,441,1459.81,1895.9,15.92,0.1328,66.4%
handy,30d,full,pct_change,10000.0,441,1297.81,1741.67,14.01,0.2682,67.2%
handy,30d,compact,level,10.0,218,2887.04,4148.71,35.38,-3.1525,61.0%
handy,30d,compact,level,100.0,218,2336.11,3000.55,27.48,-1.1721,66.4%
handy,30d,compact,level,1000.0,218,1436.3,1849.36,15.39,0.1749,68.0%
handy,30d,compact,level,5000.0,218,1724.37,2161.22,16.56,-0.1269,54.0%
handy,30d,compact,level,10000.0,218,2171.58,2578.86,20.29,-0.6045,47.3%
handy,30d,compact,abs_change,10.0,218,2890.64,4375.01,34.72,-3.6178,62.3%
handy,30d,compact,abs_change,100.0,218,2404.45,3367.25,30.2,-1.7355,64.3%
handy,30d,compact,abs_change,1000.0,218,1984.32,2766.77,24.38,-0.8468,68.7%
handy,30d,compact,abs_change,5000.0,218,1530.08,2064.46,16.82,-0.0282,69.5%
handy,30d,compact,abs_change,10000.0,218,1367.53,1855.2,14.64,0.1696,68.2%
handy,30d,compact,pct_change,10.0,218,3144.52,3857.44,37.48,-2.5899,60.7%
handy,30d,compact,pct_change,100.0,218,2755.07,3399.64,32.8,-1.7883,62.5%
handy,30d,compact,pct_change,1000.0,218,1995.36,2634.55,23.55,-0.6745,64.9%
handy,30d,compact,pct_change,5000.0,218,1427.09,1935.56,15.69,0.0962,67.2%
handy,30d,compact,pct_change,10000.0,218,1292.36,1761.04,13.86,0.2518,65.4%
handy,30d,top20,level,10.0,20,1310.13,1586.52,13.26,0.3927,68.0%
handy,30d,top20,level,100.0,20,1149.48,1415.05,11.93,0.5169,72.1%
handy,30d,top20,level,1000.0,20,1285.08,1633.43,13.31,0.3563,60.7%
handy,30d,top20,level,5000.0,20,1269.51,1650.46,13.1,0.3428,54.3%
handy,30d,top20,level,10000.0,20,1242.09,1644.93,12.83,0.3472,57.1%
handy,30d,top20,abs_change,10.0,20,1292.13,1574.6,12.96,0.4018,69.0%
